,execID,orderID,clOrdID,clOrdLinkID,account,symbol,side,qty,lastPx,underlyingLastPx,lastMkt,lastLiquidityInd,simpleOrderQty,orderQty,price,displayQty,stopPx,pegOffsetValue,pegPriceType,currency,settlCurrency,execType,ordType,timeInForce,execInst,contingencyType,exDestination,ordStatus,triggered,workingIndicator,ordRejReason,simpleLeavesQty,leavesQty,simpleCumQty,cumQty,avgPx,commission,tradePublishIndicator,multiLegReportingType,text,trdMatchID,execCost,execComm,homeNotional,foreignNotional,transactTime,timestamp,exchange,asset
4049,7cb386f8-5918-dfc9-1c23-a8c870a7c83e,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,16773,62386.46,,XBME,,,16773,62386.46,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,16773,62386.46,0.000255,,SingleSecurity,Funding,5a8c9774-64af-cb24-cc4d-0889ec4709c9,-26887119,6.856000000000001e-05,0.26887119,-16773,2021-04-15 12:00:00,2021-04-15T12:00:00.002Z,BITMEX,XBT
4050,5872d66d-1fcc-5ac5-1763-dfcf4079ca21,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,16773,63462.29,,XBME,,,16773,63462.29,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,16773,63462.29,0.000376,,SingleSecurity,Funding,754717b2-af6b-7d4f-5094-bb4e93568aa7,-26434248,9.939e-05,0.26434248,-16773,2021-04-15 20:00:00,2021-04-15T20:00:00.002Z,BITMEX,XBT
4051,3fc7e07b-79a9-0d3e-8942-36095c6f274a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,16773,62988.09,,XBME,,,16773,62988.09,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,16773,62988.09,0.000286,,SingleSecurity,Funding,f4e03d23-3f1a-d837-79ab-797b05b321d4,-26635524,7.618e-05,0.26635524,-16773,2021-04-16 04:00:00,2021-04-16T04:00:00.000Z,BITMEX,XBT
4079,b230bb92-801a-cadf-6055-9fbc47f5744b,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,11627,61834.47,,XBME,,,11627,61834.47,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,11627,61834.47,0.0001,,SingleSecurity,Funding,37fe13f5-89bb-e8a7-a256-67e82292f6a0,-18800859,1.88e-05,0.18800859,-11627,2021-04-16 20:00:00,2021-04-16T20:00:00.002Z,BITMEX,XBT
4080,725511e7-86ee-8793-5745-b7f4b3b647a2,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,11627,62445.85,,XBME,,,11627,62445.85,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,11627,62445.85,0.0001,,SingleSecurity,Funding,f3211e3b-9f3d-76ab-03c5-bfd4dc730f13,-18614827,1.861e-05,0.18614827,-11627,2021-04-17 04:00:00,2021-04-17T04:00:00.001Z,BITMEX,XBT
4092,d119620e-ef3c-ae44-c76b-7b13ec283154,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,979,60951.67,,XBME,,,979,60951.67,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,979,60951.67,0.0001,,SingleSecurity,Funding,d4421a5d-b6e0-7af6-3a0f-8eecd8db4771,-1606539,1.61e-06,0.01606539,-979,2021-04-17 12:00:00,2021-04-17T12:00:00.002Z,BITMEX,XBT
4135,b7e8efa8-abc8-24ef-5ab7-0fb53d1f0d3a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,5483,55814.48,,XBME,,,5483,55814.48,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,5483,55814.48,0.000002,,SingleSecurity,Funding,7907ca81-179f-14e8-3d03-6ab9c2dc642f,-9825536,2e-07,0.09825536,-5483,2021-04-18 20:00:00,2021-04-18T20:00:00.002Z,BITMEX,XBT
4163,ffa8be12-3791-6b17-9a99-76d502449bfa,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,8744,57182.97,,XBME,,,8744,57182.97,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,8744,57182.97,0.0001,,SingleSecurity,Funding,85ffedae-377a-aa7e-5e81-67f6f142b247,-15293256,1.529e-05,0.15293256,-8744,2021-04-19 12:00:00,2021-04-19T12:00:00.002Z,BITMEX,XBT
4244,4c284e9b-d765-87e8-41a8-faa64876b59f,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,8490,54088.65,,XBME,,,8490,54088.65,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,8490,54088.65,0.0001,,SingleSecurity,Funding,f7f40a66-8e42-3aef-a8e3-59f8c7267373,-15698010,1.57e-05,0.1569801,-8490,2021-04-26 20:00:00,2021-04-26T20:00:00.006Z,BITMEX,XBT
4312,7c9898f4-acc6-9b2c-a147-8d05e19effaf,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,15516,55203.09,,XBME,,,15516,55203.09,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,15516,55203.09,0.0001,,SingleSecurity,Funding,548e4426-ec98-1273-d778-f86730b7a165,-28099476,2.8100000000000002e-05,0.28099476,-15516,2021-04-27 12:00:00,2021-04-27T12:00:00.000Z,BITMEX,XBT
4313,aed1f101-993a-f7b7-675f-6765480a05ef,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,15516,54835.36,,XBME,,,15516,54835.36,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,15516,54835.36,0.0001,,SingleSecurity,Funding,a6ede6c0-d9d2-2fc5-157b-17bd796eaaed,-28301184,2.83e-05,0.28301184,-15516,2021-04-27 20:00:00,2021-04-27T20:00:00.000Z,BITMEX,XBT
4314,ae073f48-0d2d-c763-2ca4-60051f62a96c,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,15516,54865.75,,XBME,,,15516,54865.75,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,15516,54865.75,0.0001,,SingleSecurity,Funding,021a12a8-d8b6-3f20-a43a-a608785d47fe,-28285668,2.8290000000000002e-05,0.28285668,-15516,2021-04-28 04:00:00,2021-04-28T04:00:00.000Z,BITMEX,XBT
4340,667c1e5e-39cf-9fa2-fa79-4e580ab3ba73,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,10961,55474.82,,XBME,,,10961,55474.82,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,10961,55474.82,0.0001,,SingleSecurity,Funding,9e09faf3-bc69-d825-6475-398f4a24bae3,-19762683,1.976e-05,0.19762683,-10961,2021-04-28 20:00:00,2021-04-28T20:00:00.000Z,BITMEX,XBT
4341,266856e2-7608-0054-7b05-adf3c35a5771,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,10961,54310.69,,XBME,,,10961,54310.69,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,10961,54310.69,0.0001,,SingleSecurity,Funding,22a0e82d-b269-da70-9bdf-4f03775f100b,-20179201,2.018e-05,0.20179201,-10961,2021-04-29 04:00:00,2021-04-29T04:00:00.000Z,BITMEX,XBT
4370,28467313-0be7-9af9-b448-220bb52fbf3d,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,6302,54364.49,,XBME,,,6302,54364.49,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,6302,54364.49,0.0001,,SingleSecurity,Funding,13760f75-1d40-14ec-7e17-3c56fcdcc8a3,-11589378,1.159e-05,0.11589378,-6302,2021-04-29 12:00:00,2021-04-29T12:00:00.000Z,BITMEX,XBT
4396,188fe05e-db74-5b6c-bd8d-d8d62819b7db,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,3902,53745.43,,XBME,,,3902,53745.43,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,3902,53745.43,0.0001,,SingleSecurity,Funding,a29d200d-af96-44e5-fb1b-4b50d38917a0,-7261622,7.26e-06,0.07261622,-3902,2021-04-30 04:00:00,2021-04-30T04:00:00.000Z,BITMEX,XBT
4397,b43caa47-2a5a-d284-ccb9-8fc283f09387,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,3902,54268.93,,XBME,,,3902,54268.93,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,3902,54268.93,0.0001,,SingleSecurity,Funding,42c8e8eb-b5e0-2394-90ed-6ef7b7daaeaf,-7191386,7.19e-06,0.07191386,-3902,2021-04-30 12:00:00,2021-04-30T12:00:00.006Z,BITMEX,XBT
4426,caf37766-b99c-c544-c5d2-9a3e9be6f573,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7913,58256.22,,XBME,,,7913,58256.22,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7913,58256.22,0.0001,,SingleSecurity,Funding,4fee238b-9322-24dd-6441-4042bfd0ffa8,-13586621,1.359e-05,0.13586621,-7913,2021-05-01 04:00:00,2021-05-01T04:00:00.005Z,BITMEX,XBT
4427,21d2b1e2-f8bf-49cb-3607-d1f09a3965c8,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7913,57870.4,,XBME,,,7913,57870.4,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7913,57870.4,0.0001,,SingleSecurity,Funding,12ee76dd-4977-6e67-337e-0bc9b382dbdf,-13673664,1.367e-05,0.13673664,-7913,2021-05-01 12:00:00,2021-05-01T12:00:00.000Z,BITMEX,XBT
4428,6de24e4f-dfbe-a3d0-e0dd-976f6ccaa02a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7913,57823.37,,XBME,,,7913,57823.37,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7913,57823.37,0.0001,,SingleSecurity,Funding,a08d6ff4-d03f-6dc6-e6f7-973c666dde39,-13681577,1.368e-05,0.13681577,-7913,2021-05-01 20:00:00,2021-05-01T20:00:00.002Z,BITMEX,XBT
4429,eb35627f-f240-b5d9-6f86-1863866ea79f,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7913,56514.86,,XBME,,,7913,56514.86,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7913,56514.86,0.0001,,SingleSecurity,Funding,c03a4409-0c18-9d64-e3db-9f998acff8aa,-13998097,1.4e-05,0.13998097,-7913,2021-05-02 04:00:00,2021-05-02T04:00:00.001Z,BITMEX,XBT
4430,05e35f74-2595-a63b-eaf7-bb18169e5976,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7913,57100.49,,XBME,,,7913,57100.49,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7913,57100.49,0.0001,,SingleSecurity,Funding,beeef84e-9ec0-9c59-f2a6-88ad878c54df,-13855663,1.3860000000000001e-05,0.13855663,-7913,2021-05-02 12:00:00,2021-05-02T12:00:00.004Z,BITMEX,XBT
4431,3ce39bc0-6273-ef9e-0919-ad0c81689ddc,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7913,56889.81,,XBME,,,7913,56889.81,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7913,56889.81,0.0001,,SingleSecurity,Funding,e6f770dd-d791-b00b-46a1-1a48eeb14239,-13911054,1.391e-05,0.13911054,-7913,2021-05-02 20:00:00,2021-05-02T20:00:00.003Z,BITMEX,XBT
4432,e17c4424-bdb3-3240-5cfb-f7881de68541,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7913,57967.71,,XBME,,,7913,57967.71,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7913,57967.71,0.0001,,SingleSecurity,Funding,b5e00a30-41da-ad64-0738-0eb622a888c4,-13649925,1.365e-05,0.13649925,-7913,2021-05-03 04:00:00,2021-05-03T04:00:00.003Z,BITMEX,XBT
4433,4a3714e6-63bc-4ed0-1f00-c7d16eb72070,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7913,58691.45,,XBME,,,7913,58691.45,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7913,58691.45,0.0001,,SingleSecurity,Funding,090a9d26-ccc1-3d39-815a-cddf8ac35e3b,-13483752,1.348e-05,0.13483752,-7913,2021-05-03 12:00:00,2021-05-03T12:00:00.001Z,BITMEX,XBT
4434,9dcde373-fa3b-2190-9952-e8ee49b675ce,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,7913,57593.38,,XBME,,,7913,57593.38,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,7913,57593.38,0.000294,,SingleSecurity,Funding,c51d86bb-1838-947d-ad1f-7c2b7843b3dc,-13736968,4.039e-05,0.13736968,-7913,2021-05-03 20:00:00,2021-05-03T20:00:00.005Z,BITMEX,XBT
4461,ddae7ddb-b130-c68d-57cd-06028f027084,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,9459,56195.52,,XBME,,,9459,56195.52,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,9459,56195.52,0.0001,,SingleSecurity,Funding,742acd0c-352b-0f9a-390a-5fa7aed3de6c,-16837020,1.684e-05,0.1683702,-9459,2021-05-04 12:00:00,2021-05-04T12:00:00.004Z,BITMEX,XBT
4488,67e17a47-7cb8-3e63-a8cc-c0bc2b17bba2,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,8340,57161.29,,XBME,,,8340,57161.29,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,8340,57161.29,0.0001,,SingleSecurity,Funding,fae0a47f-a4e8-cb9e-0ac9-439905cf0ee6,-14586660,1.4590000000000001e-05,0.1458666,-8340,2021-05-05 20:00:00,2021-05-05T20:00:00.001Z,BITMEX,XBT
4489,8a11421d-d15a-a73f-218c-001c41e9e89f,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,8340,56886.75,,XBME,,,8340,56886.75,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,8340,56886.75,0.0001,,SingleSecurity,Funding,f45d4a19-9444-674f-0e00-838f36eb85b9,-14661720,1.466e-05,0.1466172,-8340,2021-05-06 04:00:00,2021-05-06T04:00:00.007Z,BITMEX,XBT
4490,9881930e-1e23-3600-f850-5f7e25271545,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,8340,58026.88,,XBME,,,8340,58026.88,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,8340,58026.88,0.0001,,SingleSecurity,Funding,e2666fa7-e5f7-8633-d131-69e066fb2138,-14369820,1.437e-05,0.1436982,-8340,2021-05-06 12:00:00,2021-05-06T12:00:00.000Z,BITMEX,XBT
4517,585fd55e-59f5-d6c4-ff1b-445113bded03,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,3429,55757.95,,XBME,,,3429,55757.95,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,3429,55757.95,0.0001,,SingleSecurity,Funding,c59ba8b7-0c91-cae0-88c6-733a5662f927,-6148197,6.15e-06,0.06148197,-3429,2021-05-07 04:00:00,2021-05-07T04:00:00.002Z,BITMEX,XBT
4542,7d6ea708-03d6-02ae-48d1-b38347519316,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1048,56503.37,,XBME,,,1048,56503.37,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1048,56503.37,0.0001,,SingleSecurity,Funding,353b660d-cf19-dc29-f3ba-cbf206e5dfdc,-1854960,1.85e-06,0.0185496,-1048,2021-05-07 12:00:00,2021-05-07T12:00:00.000Z,BITMEX,XBT
4543,c1fc777d-a905-c8c5-3c40-cee54e7c0f91,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1048,57652.58,,XBME,,,1048,57652.58,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1048,57652.58,0.0001,,SingleSecurity,Funding,a8b8c842-d1d3-e4ee-078a-2f615d4609d3,-1818280,1.82e-06,0.0181828,-1048,2021-05-07 20:00:00,2021-05-07T20:00:00.000Z,BITMEX,XBT
4544,d762c9b7-2dda-58af-3597-c4d27cfa4d15,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1048,58187.39,,XBME,,,1048,58187.39,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1048,58187.39,0.0001,,SingleSecurity,Funding,78325103-489d-97ed-5ce4-cd64f2af1b2e,-1801512,1.8000000000000001e-06,0.01801512,-1048,2021-05-08 04:00:00,2021-05-08T04:00:00.002Z,BITMEX,XBT
